country,region,eu_member,sector,asset_class,investment_eur,size_factor,cpi_score,climate_vuln,hdi,ghg_intensity,gender_factor,social_factor,dim_climate,dim_water,dim_gender,dim_social,dim_territory,dim_governance,dim_pollution,dim_innovation,idris_score,idris_band,taxonomy_eligible,taxonomy_aligned,dnsh_pass,sc_score,sfdr_article,pai_score,tcfd_physical,tcfd_transition,mifid_suitability,mifid_profile,csrd_in_scope,impact_material,financial_material
Belgium,Western Europe,True,Water & Sanitation,Microfinance / Social Bond,12403900.94,0.8661,73,0.322,0.937,0.0,0.738,0.813,89.7,62.3,84.6,76.2,56.5,70.4,99.6,94.3,80.17,Dark Green,True,True,True,92.1,Article 9,82.9,Low,Medium,9.5,Sustainability-focused (MiFID Art. 9 preference),True,False,True
Poland,Eastern Europe,True,Green Building / Real Estate,SME Debt,482581.67,0.5544,54,0.407,0.88,0.15,0.634,0.617,74.7,64.9,70.1,62.4,59.0,55.0,83.4,57.4,66.78,Green,True,True,True,77.7,Article 8,71.3,Medium,Medium,7.2,ESG-integrated (MiFID Art. 8 preference),False,True,False
Peru,Latin America,False,Microfinance,Project Finance,1590964.2,0.6689,40,0.569,0.762,0.273,0.781,0.854,43.8,58.7,68.1,75.8,57.3,35.3,58.1,54.5,56.53,Amber,False,False,False,0.0,Article 8,65.3,Medium,Medium,6.2,ESG-integrated (MiFID Art. 8 preference),False,False,False
South Africa,Sub-Saharan Africa,False,Clean Transportation,Real Estate,191714.82,0.4658,41,0.649,0.713,0.155,0.498,0.607,77.8,59.5,49.2,51.0,55.0,20.3,84.2,89.0,57.44,Amber,True,True,True,73.7,Article 8,61.5,Medium,Low,6.2,ESG-integrated (MiFID Art. 8 preference),False,True,False
Spain,Southern Europe,True,Social Infrastructure,Green Bond,10583.4,0.1876,60,0.411,0.905,0.023,0.704,0.774,85.4,61.0,71.6,60.6,59.4,60.7,92.2,49.3,69.71,Green,True,True,True,86.5,Article 8,77.8,Medium,Medium,7.5,ESG-integrated (MiFID Art. 8 preference),False,False,False
Ukraine,Eastern Europe,False,SME Finance,Green Bond,9225353.82,0.8377,33,0.44,0.773,0.332,0.64,0.849,45.5,56.7,59.1,71.2,55.8,31.4,45.4,65.2,52.83,Amber,False,False,False,0.0,Article 8,59.9,Medium,Medium,5.8,ESG-integrated (MiFID Art. 8 preference),False,False,False
South Africa,Sub-Saharan Africa,False,Education & Skills,Microfinance / Social Bond,13978.6,0.2143,41,0.596,0.713,0.11,0.802,0.819,57.1,58.9,72.2,66.2,55.0,28.6,74.9,80.8,60.39,Green,False,False,False,0.0,Article 8,69.6,Medium,Medium,6.5,ESG-integrated (MiFID Art. 8 preference),False,False,False
Senegal,Sub-Saharan Africa,False,Biodiversity / Nature,Real Estate,133597.2,0.4311,43,0.835,0.511,0.085,0.593,0.678,74.6,51.1,55.6,48.9,63.1,29.6,84.7,54.8,57.23,Amber,True,False,False,77.8,Article 8,65.6,High,Low,5.2,ESG-integrated (MiFID Art. 8 preference),False,False,False
France,Western Europe,True,Private Equity (diversified),Microfinance / Social Bond,393886.18,0.5349,71,0.261,0.903,0.359,0.491,0.582,46.3,59.6,72.6,57.6,60.4,62.8,52.0,63.5,59.52,Green,False,False,False,0.0,Article 8,67.4,Low,High,5.5,ESG-integrated (MiFID Art. 8 preference),False,False,False
Portugal,Southern Europe,True,Sustainable Agriculture,Green Bond,8514661.02,0.83,62,0.359,0.866,0.416,0.628,0.688,60.7,24.5,74.5,68.3,68.1,74.0,55.2,64.3,63.95,Green,True,True,True,60.6,Article 8,67.4,Low,Medium,6.9,ESG-integrated (MiFID Art. 8 preference),True,False,True
Kazakhstan,Central Asia,False,Biodiversity / Nature,Project Finance,88476.76,0.3915,36,0.434,0.811,0.15,0.554,0.774,72.9,65.7,50.1,65.1,45.9,39.0,85.6,55.4,59.59,Green,True,True,True,74.8,Article 8,64.7,Medium,Low,6.5,ESG-integrated (MiFID Art. 8 preference),False,False,False
United States,North America,False,Food & Nutrition,Microfinance / Social Bond,39428975.0,0.9772,69,0.305,0.926,0.515,0.597,0.766,32.5,26.0,77.8,77.6,52.7,46.4,35.1,75.5,54.36,Amber,False,False,False,0.0,Article 8,62.8,Low,High,4.9,Conventional (Article 6 compatible),False,True,False
Vietnam,Southeast Asia,False,SME Finance,SME Debt,56182.92,0.3479,41,0.669,0.703,0.232,0.756,0.79,45.6,56.0,66.8,61.9,59.6,27.2,54.9,56.5,53.04,Amber,False,False,False,0.0,Article 8,64.8,High,Medium,4.8,Conventional (Article 6 compatible),False,False,False
Sri Lanka,South Asia,False,Private Equity (diversified),Project Finance,2761773.69,0.7219,34,0.557,0.782,0.46,0.501,0.535,28.2,19.6,45.9,53.3,47.1,28.4,43.9,60.3,39.83,Red,False,False,False,0.0,Article 6,53.0,Medium,High,3.0,Conventional (Article 6 compatible),False,False,False
Peru,Latin America,False,Energy Efficiency,Green Bond,16112.46,0.228,40,0.626,0.762,0.088,0.54,0.843,74.6,55.7,51.2,65.2,51.5,34.8,92.8,81.8,61.44,Green,True,True,True,79.3,Article 8,65.5,Medium,Low,6.6,ESG-integrated (MiFID Art. 8 preference),False,False,False
South Africa,Sub-Saharan Africa,False,Water & Sanitation,Microfinance / Social Bond,1072318.35,0.6311,41,0.614,0.713,0.223,0.645,0.917,65.8,59.1,62.5,72.7,53.9,22.6,74.0,84.4,60.13,Green,True,True,True,70.7,Article 8,62.8,Medium,Medium,6.5,ESG-integrated (MiFID Art. 8 preference),False,False,False
Norway,Northern Europe,False,Sustainable Agriculture,Real Estate,1025993.6,0.6268,84,0.275,0.966,0.169,0.587,0.789,72.8,63.3,91.2,74.2,49.3,54.9,83.3,64.5,71.92,Green,True,True,True,78.6,Article 8,76.1,Low,Medium,7.7,Sustainability-focused (MiFID Art. 9 preference),False,False,False
Denmark,Northern Europe,True,Private Equity (diversified),Project Finance,62208.03,0.3577,90,0.149,0.948,0.29,0.543,0.613,49.2,65.1,82.9,58.1,52.3,89.5,49.8,58.8,65.47,Green,False,False,False,0.0,Article 8,77.0,Low,High,6.0,ESG-integrated (MiFID Art. 8 preference),False,False,False
Belgium,Western Europe,True,Healthcare,Real Estate,18407.22,0.2408,73,0.295,0.937,0.326,0.743,0.885,37.6,64.0,96.4,71.5,55.1,69.1,53.2,48.2,64.88,Green,False,False,False,0.0,Article 8,73.9,Low,Medium,7.0,ESG-integrated (MiFID Art. 8 preference),False,False,False
Turkey,MENA,False,Microfinance,Project Finance,4243761.84,0.7632,34,0.403,0.838,0.093,0.772,0.858,57.5,53.7,66.4,74.2,52.8,35.3,71.6,63.1,59.52,Green,False,False,False,0.0,Article 8,69.9,Medium,Medium,6.5,ESG-integrated (MiFID Art. 8 preference),False,False,False
South Africa,Sub-Saharan Africa,False,Education & Skills,Real Estate,104361.89,0.4074,41,0.75,0.713,0.145,0.819,0.868,47.8,57.2,67.2,63.6,60.1,25.9,66.7,86.0,56.67,Amber,False,False,False,0.0,Article 8,67.9,High,Medium,5.2,ESG-integrated (MiFID Art. 8 preference),False,False,False
Tunisia,MENA,False,Manufacturing (conventional),Project Finance,828533.21,0.6063,40,0.678,0.731,0.631,0.375,0.494,19.9,11.7,37.3,46.9,55.7,31.9,25.8,57.3,34.27,Red,False,False,False,0.0,Article 6,46.7,High,High,2.4,Conventional (Article 6 compatible),False,True,False
South Korea,East Asia,False,Water & Sanitation,Project Finance,23623.83,0.2647,63,0.243,0.929,0.049,0.63,0.793,81.5,63.2,72.4,67.0,47.7,46.2,91.4,83.9,69.17,Green,True,True,True,84.7,Article 8,75.7,Low,Medium,7.4,ESG-integrated (MiFID Art. 8 preference),False,False,False
Argentina,Latin America,False,Affordable Housing,Green Bond,77121.91,0.3783,37,0.571,0.842,0.164,0.512,0.882,45.2,59.6,53.5,69.9,51.8,31.9,62.4,51.1,52.32,Amber,False,False,False,0.0,Article 8,62.3,Medium,Medium,5.7,ESG-integrated (MiFID Art. 8 preference),False,False,False
Portugal,Southern Europe,True,Biodiversity / Nature,Project Finance,11489.34,0.1955,62,0.351,0.866,0.014,0.533,0.651,82.6,64.1,68.3,56.9,58.0,75.0,90.8,52.4,70.31,Green,True,True,True,87.3,Article 8,77.0,Low,Low,7.5,Sustainability-focused (MiFID Art. 9 preference),False,False,False
Denmark,Northern Europe,True,Social Infrastructure,Private Equity / Venture,196718.47,0.4682,90,0.205,0.948,0.0,0.678,1.0,89.8,65.2,94.9,81.6,56.0,78.4,95.2,56.8,81.77,Dark Green,True,True,True,92.7,Article 9,86.3,Low,Medium,9.7,Sustainability-focused (MiFID Art. 9 preference),False,False,False
Egypt,MENA,False,Healthcare,Microfinance / Social Bond,10127022.1,0.8467,35,0.682,0.728,0.246,0.667,0.94,49.1,59.9,58.4,80.9,52.3,27.5,57.7,67.4,55.56,Amber,False,False,False,0.0,Article 8,61.6,High,Medium,5.1,ESG-integrated (MiFID Art. 8 preference),False,False,False
Austria,Western Europe,True,Financial Inclusion,Project Finance,944876.41,0.6189,74,0.274,0.916,0.112,0.649,0.9,55.9,67.4,83.7,76.4,55.1,79.6,59.4,93.5,71.54,Green,False,False,False,0.0,Article 8,79.5,Low,Medium,7.7,Sustainability-focused (MiFID Art. 9 preference),False,False,True
Bolivia,Latin America,False,Clean Transportation,Project Finance,289332.69,0.5053,31,0.555,0.698,0.244,0.467,0.651,71.0,60.5,39.0,54.3,52.4,31.3,71.5,89.3,54.96,Amber,True,True,True,67.4,Article 8,58.2,Medium,Low,6.0,ESG-integrated (MiFID Art. 8 preference),False,True,False
Egypt,MENA,False,Private Equity (diversified),Microfinance / Social Bond,42407422.33,0.9842,35,0.74,0.728,0.312,0.513,0.726,39.9,55.9,46.5,68.2,58.6,22.5,46.8,67.4,47.97,Amber,False,False,False,0.0,Article 6,56.0,High,High,3.8,Conventional (Article 6 compatible),False,False,False
New Zealand,Oceania,False,Circular Economy,Project Finance,50078.64,0.3369,85,0.236,0.937,0.259,0.576,0.669,65.5,62.2,83.7,65.1,44.0,67.2,74.0,86.9,69.47,Green,True,True,True,72.2,Article 8,74.9,Low,Low,7.4,ESG-integrated (MiFID Art. 8 preference),False,False,False
New Zealand,Oceania,False,Private Equity (diversified),Real Estate,28241148.89,0.9451,85,0.223,0.937,0.357,0.41,0.503,42.6,66.8,71.7,69.1,46.8,55.9,44.8,66.8,58.34,Green,False,False,False,0.0,Article 8,68.0,Low,High,5.3,ESG-integrated (MiFID Art. 8 preference),False,False,False
Poland,Eastern Europe,True,Affordable Housing,Real Estate,380637.9,0.5316,54,0.371,0.88,0.432,0.568,0.898,36.3,20.8,58.2,76.5,59.8,52.1,43.0,57.7,51.67,Amber,False,False,False,0.0,Article 8,62.0,Low,Medium,5.7,ESG-integrated (MiFID Art. 8 preference),False,False,False
Australia,Oceania,False,Private Equity (diversified),Project Finance,8731.06,0.1691,75,0.287,0.951,0.293,0.593,0.502,51.8,67.6,81.2,48.0,42.1,59.0,53.1,52.6,58.85,Green,False,False,False,0.0,Article 8,71.4,Low,High,5.4,ESG-integrated (MiFID Art. 8 preference),False,False,False
United Kingdom,Western Europe,False,Affordable Housing,Real Estate,2510566.33,0.7127,71,0.251,0.929,0.239,0.664,0.784,50.6,65.3,82.0,77.2,51.5,42.2,59.1,61.2,62.36,Green,False,False,False,0.0,Article 8,72.0,Low,Medium,6.7,ESG-integrated (MiFID Art. 8 preference),False,False,False
Senegal,Sub-Saharan Africa,False,SME Finance,Private Equity / Venture,4327169.24,0.765,43,0.689,0.511,0.261,0.662,0.666,43.3,54.5,61.2,55.3,72.3,34.8,52.4,60.6,52.57,Amber,False,False,False,0.0,Article 8,63.3,High,Medium,4.8,Conventional (Article 6 compatible),False,False,False
Switzerland,Western Europe,False,Food & Nutrition,SME Debt,1833810.98,0.6826,82,0.129,0.962,0.335,0.546,0.77,50.5,64.7,90.3,71.2,48.6,49.4,55.0,66.6,63.79,Green,False,False,False,0.0,Article 8,70.5,Low,High,5.9,ESG-integrated (MiFID Art. 8 preference),False,True,False
Indonesia,Southeast Asia,False,Manufacturing (conventional),Microfinance / Social Bond,251477.96,0.4918,34,0.7,0.705,0.667,0.421,0.652,15.6,8.7,35.8,57.1,60.4,25.4,20.2,57.8,33.35,Red,False,False,False,0.0,Article 6,44.7,High,High,2.3,Conventional (Article 6 compatible),False,True,False
Mexico,Latin America,False,Clean Transportation,Private Equity / Venture,1508.9,0.0006,31,0.584,0.758,0.172,0.459,0.57,68.2,57.9,39.1,43.5,49.6,21.5,81.2,76.4,51.14,Amber,True,True,True,70.1,Article 8,58.9,Medium,Low,5.6,ESG-integrated (MiFID Art. 8 preference),False,True,False
Italy,Southern Europe,True,Green Building / Real Estate,Green Bond,16573.91,0.2307,56,0.398,0.895,0.238,0.58,0.623,62.7,56.1,68.2,56.0,57.0,65.0,79.1,56.4,63.41,Green,True,True,True,71.1,Article 8,69.2,Low,Medium,6.8,ESG-integrated (MiFID Art. 8 preference),False,True,False
Poland,Eastern Europe,True,Financial Inclusion,Real Estate,11631447.18,0.86,54,0.276,0.88,0.162,0.736,0.925,60.9,67.1,81.9,78.3,62.7,57.3,63.1,92.6,69.94,Green,False,False,False,0.0,Article 8,73.8,Low,Medium,7.5,ESG-integrated (MiFID Art. 8 preference),False,False,True
Bangladesh,South Asia,False,Affordable Housing,SME Debt,515726.36,0.5608,24,0.854,0.661,0.287,0.615,0.862,37.2,51.2,46.1,69.5,54.7,11.7,47.4,57.9,44.77,Amber,False,False,False,0.0,Article 6,55.0,High,Medium,3.5,Conventional (Article 6 compatible),False,False,False
Bolivia,Latin America,False,Digital Infrastructure,Project Finance,40453.47,0.3164,31,0.614,0.698,0.199,0.436,0.579,49.9,55.7,37.4,51.1,56.4,26.0,62.1,80.1,47.99,Amber,False,False,False,0.0,Article 6,58.0,Medium,Medium,4.8,Conventional (Article 6 compatible),False,False,False
Germany,Western Europe,True,Biodiversity / Nature,Private Equity / Venture,6409768.57,0.8028,78,0.284,0.942,0.073,0.641,0.735,83.5,65.0,88.6,70.3,58.5,67.1,86.3,60.0,75.48,Dark Green,True,True,True,85.8,Article 9,79.9,Low,Low,9.0,Sustainability-focused (MiFID Art. 9 preference),True,False,True
Kenya,Sub-Saharan Africa,False,Circular Economy,Microfinance / Social Bond,63506.52,0.3597,36,0.677,0.601,0.05,0.601,0.82,78.5,50.4,51.8,56.4,60.2,18.7,92.9,86.3,59.06,Green,True,True,True,80.6,Article 8,65.2,High,Low,5.4,ESG-integrated (MiFID Art. 8 preference),False,False,False
Morocco,MENA,False,SME Finance,Real Estate,803939.26,0.6034,38,0.542,0.683,0.128,0.581,0.679,57.3,57.8,49.2,55.9,61.9,26.5,65.0,60.8,52.24,Amber,False,False,False,0.0,Article 8,64.4,Medium,Medium,5.7,ESG-integrated (MiFID Art. 8 preference),False,False,False
Egypt,MENA,False,Social Infrastructure,SME Debt,4237746.94,0.763,35,0.705,0.728,0.062,0.73,0.865,80.5,47.1,66.0,62.9,56.7,25.8,89.4,58.1,61.73,Green,True,False,False,80.9,Article 8,67.7,High,Medium,5.7,ESG-integrated (MiFID Art. 8 preference),False,False,False
France,Western Europe,True,Manufacturing (conventional),Private Equity / Venture,2997789.81,0.7298,71,0.22,0.903,0.496,0.579,0.546,33.9,22.5,79.1,61.9,56.0,64.9,35.2,67.5,54.79,Amber,False,False,False,0.0,Article 8,65.6,Low,High,5.0,Conventional (Article 6 compatible),False,True,True
Italy,Southern Europe,True,Clean Transportation,Microfinance / Social Bond,77027.6,0.3782,56,0.286,0.895,0.057,0.433,0.644,83.9,60.6,50.0,58.2,52.6,54.1,88.0,83.9,64.84,Green,True,True,True,82.5,Article 8,71.0,Low,Low,7.0,ESG-integrated (MiFID Art. 8 preference),False,True,False
Ukraine,Eastern Europe,False,Healthcare,Real Estate,3848616.57,0.7538,33,0.461,0.773,0.24,0.596,0.854,47.0,63.5,48.7,71.7,54.9,21.9,55.1,62.0,50.93,Amber,False,False,False,0.0,Article 8,60.6,Medium,Medium,5.6,ESG-integrated (MiFID Art. 8 preference),False,False,False
Hungary,Eastern Europe,True,Water & Sanitation,Project Finance,2456.7,0.0474,42,0.46,0.854,0.099,0.614,0.82,75.7,59.9,60.9,67.5,52.3,59.6,81.9,80.1,66.85,Green,True,True,True,80.8,Article 8,70.3,Medium,Medium,7.2,ESG-integrated (MiFID Art. 8 preference),False,False,False
Philippines,Southeast Asia,False,Education & Skills,Project Finance,174180.46,0.4565,33,0.687,0.699,0.134,0.711,0.952,50.3,55.4,59.8,69.3,54.2,27.4,66.1,87.8,56.15,Amber,False,False,False,0.0,Article 8,65.2,High,Medium,5.1,ESG-integrated (MiFID Art. 8 preference),False,False,False
Switzerland,Western Europe,False,Renewable Energy,Microfinance / Social Bond,4274303.49,0.7638,82,0.163,0.962,0.081,0.571,0.644,92.3,65.4,81.7,68.7,49.9,49.1,92.3,94.6,74.74,Green,True,True,True,85.0,Article 9,77.8,Low,Low,9.0,Sustainability-focused (MiFID Art. 9 preference),False,True,False
India,South Asia,False,Energy Efficiency,Real Estate,9712162.43,0.8427,39,0.613,0.633,0.15,0.431,0.804,74.5,62.5,41.5,66.8,61.1,27.1,85.2,93.2,59.8,Green,True,True,True,74.9,Article 8,60.9,Medium,Low,6.5,ESG-integrated (MiFID Art. 8 preference),False,False,False
Bolivia,Latin America,False,Social Infrastructure,Microfinance / Social Bond,287136.37,0.5045,31,0.45,0.698,0.0,0.597,0.96,86.4,59.6,53.6,71.2,59.1,19.0,95.3,59.3,62.38,Green,True,True,True,85.0,Article 8,66.7,Medium,Medium,6.7,ESG-integrated (MiFID Art. 8 preference),False,False,False
Czech Republic,Eastern Europe,True,Manufacturing (conventional),Green Bond,9912.57,0.1813,57,0.343,0.9,0.571,0.521,0.615,31.6,20.8,59.6,52.0,57.8,68.5,32.5,49.3,48.18,Amber,False,False,False,0.0,Article 6,59.6,Low,High,3.8,Conventional (Article 6 compatible),False,True,False
Australia,Oceania,False,Renewable Energy,SME Debt,5453.16,0.1239,75,0.295,0.951,0.279,0.576,0.691,61.3,62.3,76.3,55.5,48.4,49.6,75.2,81.1,63.28,Green,True,True,True,68.6,Article 8,70.5,Low,Low,6.8,ESG-integrated (MiFID Art. 8 preference),False,True,False
Tunisia,MENA,False,Extractive Industry,Project Finance,889428.04,0.6131,40,0.633,0.731,0.847,0.417,0.406,0.0,11.4,41.8,44.0,53.0,35.9,11.6,53.1,29.84,Red,False,False,False,0.0,Article 6,42.0,Medium,High,2.0,Conventional (Article 6 compatible),False,True,False
Norway,Northern Europe,False,Circular Economy,Project Finance,1950.25,0.0252,84,0.209,0.966,0.088,0.561,0.792,80.6,64.4,82.3,65.3,42.2,66.5,88.8,82.6,73.11,Green,True,True,True,84.0,Article 9,79.3,Low,Low,8.8,Sustainability-focused (MiFID Art. 9 preference),False,False,False
Italy,Southern Europe,True,Sustainable Agriculture,Green Bond,6657864.16,0.8064,56,0.427,0.895,0.42,0.544,0.673,59.0,16.3,62.6,69.6,61.4,64.9,67.7,61.9,60.01,Green,True,True,True,58.8,Article 8,63.3,Medium,Medium,6.5,ESG-integrated (MiFID Art. 8 preference),True,False,True
Norway,Northern Europe,False,Energy Efficiency,Green Bond,112038.16,0.4142,84,0.194,0.966,0.14,0.584,0.694,78.6,66.3,86.2,65.4,47.8,66.3,84.7,85.5,73.87,Green,True,True,True,81.2,Article 9,78.4,Low,Low,8.9,Sustainability-focused (MiFID Art. 9 preference),False,False,False
Hungary,Eastern Europe,True,Education & Skills,Project Finance,281610.53,0.5027,42,0.441,0.854,0.135,0.904,0.913,59.6,61.5,89.0,73.1,61.8,54.9,63.8,89.3,69.33,Green,False,False,False,0.0,Article 8,74.4,Medium,Medium,7.4,ESG-integrated (MiFID Art. 8 preference),False,False,False
Kenya,Sub-Saharan Africa,False,Water & Sanitation,Project Finance,657939.3,0.5842,36,0.72,0.601,0.072,0.597,1.0,74.9,53.5,47.9,76.6,60.7,33.8,89.4,89.9,63.09,Green,True,False,False,80.9,Article 8,65.8,High,Medium,5.8,ESG-integrated (MiFID Art. 8 preference),False,False,False
Argentina,Latin America,False,Biodiversity / Nature,Private Equity / Venture,25957404.09,0.9371,37,0.48,0.842,0.068,0.672,0.773,84.8,58.2,60.1,70.0,59.6,26.0,91.7,70.9,64.52,Green,True,True,True,81.7,Article 8,67.9,Medium,Low,7.0,ESG-integrated (MiFID Art. 8 preference),False,False,False
Ghana,Sub-Saharan Africa,False,Sustainable Agriculture,SME Debt,28939259.48,0.9475,43,0.665,0.632,0.301,0.54,0.725,60.1,57.7,51.6,65.1,65.7,29.8,71.3,71.6,56.66,Amber,True,True,True,64.6,Article 8,59.5,High,Medium,5.2,ESG-integrated (MiFID Art. 8 preference),False,False,False
Pakistan,South Asia,False,Digital Infrastructure,SME Debt,3993.35,0.094,29,0.714,0.544,0.17,0.298,0.601,46.5,61.8,25.1,42.7,56.4,15.9,62.4,77.8,42.53,Amber,False,False,False,0.0,Article 6,54.3,High,Medium,3.3,Conventional (Article 6 compatible),False,False,False
Denmark,Northern Europe,True,Water & Sanitation,Green Bond,1027355.32,0.627,90,0.171,0.948,0.063,0.563,0.812,86.4,68.4,90.8,72.6,57.0,89.8,92.1,90.7,82.77,Dark Green,True,True,True,89.3,Article 9,83.7,Low,Medium,9.8,Sustainability-focused (MiFID Art. 9 preference),False,False,True
Hungary,Eastern Europe,True,Social Infrastructure,Green Bond,43538112.34,0.9867,42,0.421,0.854,0.203,0.824,0.859,74.4,61.3,74.1,74.1,66.0,55.0,80.0,65.9,69.73,Green,True,True,True,75.7,Article 8,71.1,Medium,Medium,7.5,ESG-integrated (MiFID Art. 8 preference),True,False,True
Senegal,Sub-Saharan Africa,False,SME Finance,Private Equity / Venture,491668.67,0.5562,43,0.744,0.511,0.346,0.753,0.739,34.1,51.3,69.3,52.1,62.0,27.8,48.8,53.5,49.15,Amber,False,False,False,0.0,Article 6,61.6,High,Medium,3.9,Conventional (Article 6 compatible),False,False,False
Germany,Western Europe,True,Green Building / Real Estate,Project Finance,37380645.97,0.9721,78,0.275,0.942,0.136,0.482,0.686,79.4,59.8,72.1,71.8,65.5,77.6,84.6,70.9,73.86,Green,True,True,True,81.4,Article 9,76.2,Low,Medium,8.9,Sustainability-focused (MiFID Art. 9 preference),True,True,True
Czech Republic,Eastern Europe,True,Education & Skills,Microfinance / Social Bond,44097.63,0.3246,57,0.338,0.9,0.147,0.767,1.0,49.2,60.9,82.2,76.8,58.7,59.4,65.8,84.9,66.96,Green,False,False,False,0.0,Article 8,75.3,Low,Medium,7.2,ESG-integrated (MiFID Art. 8 preference),False,False,False
Mexico,Latin America,False,Private Equity (diversified),Real Estate,21563912.68,0.9192,31,0.645,0.758,0.433,0.444,0.644,35.0,7.9,35.8,68.5,57.2,14.2,46.2,66.0,39.64,Red,False,False,False,0.0,Article 6,50.2,Medium,High,3.0,Conventional (Article 6 compatible),False,False,False
United Kingdom,Western Europe,False,Private Equity (diversified),Project Finance,129914.99,0.4284,71,0.309,0.929,0.429,0.569,0.759,32.7,25.2,79.7,70.8,45.8,59.6,45.6,65.6,55.57,Amber,False,False,False,0.0,Article 8,66.4,Low,High,5.1,ESG-integrated (MiFID Art. 8 preference),False,False,False
Romania,Eastern Europe,True,Manufacturing (conventional),Microfinance / Social Bond,3787.09,0.0889,46,0.262,0.821,0.626,0.466,0.488,21.4,25.9,50.0,49.8,58.1,53.8,28.9,52.5,42.14,Amber,False,False,False,0.0,Article 6,53.9,Low,High,3.2,Conventional (Article 6 compatible),False,True,False
Sri Lanka,South Asia,False,Energy Efficiency,Project Finance,15306510.56,0.8863,34,0.62,0.782,0.14,0.546,0.66,82.1,56.8,50.6,67.8,61.0,32.1,77.4,97.1,62.87,Green,True,True,True,76.8,Article 8,62.9,Medium,Low,6.8,ESG-integrated (MiFID Art. 8 preference),False,False,False
Morocco,MENA,False,Private Equity (diversified),Microfinance / Social Bond,793239.37,0.6021,38,0.542,0.683,0.414,0.59,0.537,36.7,19.1,51.6,49.5,67.0,27.2,47.1,61.4,43.72,Amber,False,False,False,0.0,Article 6,56.7,Medium,High,3.4,Conventional (Article 6 compatible),False,False,False
